region,universityName,admissionGroup,departmentName,recruitCount,competitionRate,additionalRank,koreanCut70,mathCut70,tamguCut70,percentile70,ratioKor,ratioMath,ratioEng,ratioTam
충남,국립공주대학교,가군,자율전공학부 (천안공과대학),43,7.0,52,74.0,70.0,55.0,66.3,0.2,0.35,0.15,0.3
충남,국립공주대학교,가군,중어중문학과,1,6.0,1,70.0,54.0,66.0,63.3,0.3,0.25,0.2,0.25
충남,국립공주대학교,가군,지구과학교육과,2,6.5,1,77.0,92.0,98.0,89.0,0.2,0.35,0.15,0.3
충남,국립공주대학교,가군,지리교육과,2,7.0,0,89.0,42.0,85.0,72.0,0.3,0.25,0.2,0.25
충남,국립공주대학교,가군,지리학과,1,6.0,2,54.0,29.0,85.0,56.0,0.25,0.3,0.2,0.25
충남,국립공주대학교,가군,체육교육과,5,2.8,1,92.0,18.0,79.0,63.0,0.3,0.25,0.2,0.25
충남,국립공주대학교,가군,컴퓨터교육과,2,3.0,0,82.0,83.0,52.0,72.3,0.2,0.35,0.15,0.3
충남,국립공주대학교,가군,한문교육과,1,6.0,0,74.0,46.0,93.0,71.0,0.3,0.25,0.2,0.25
충남,국립공주대학교,가군,행정학과,3,6.0,1,49.0,78.0,95.0,74.0,0.3,0.25,0.2,0.25
충남,국립공주대학교,가군,화학교육과,3,4.0,1,61.0,87.0,97.0,81.7,0.2,0.35,0.15,0.3
충남,국립공주대학교,가군,환경교육과,3,6.0,1,37.0,74.0,92.0,67.7,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,경영학부,13,4.6,8,77.0,43.0,53.5,56.8,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,국어국문학과,11,1.9,7,47.0,59.0,23.0,38.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,국제물류학과,12,2.3,5,52.0,39.0,26.5,36.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,금융부동산경제학과,12,2.3,12,37.0,50.0,56.5,50.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,기관공학과,2,4.0,,37.0,50.0,80.0,61.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,무역학과,20,2.5,12,44.0,43.0,51.5,47.5,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,미디어문화학부,2,5.0,6,31.0,25.0,42.5,35.2,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,미술학과,1,5.0,1,52.0,31.0,28.0,34.8,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,벤처창업학과,10,2.0,8,30.0,47.0,44.5,41.5,0.25,0.3,0.2,0.25
전북,국립군산대학교,가군,사회복지학부,3,2.0,,80.0,46.0,62.5,62.8,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,산업디자인학부,3,6.0,5,56.0,14.0,63.5,49.2,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,생명과학과,7,4.3,12,60.0,47.0,50.5,52.0,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,수산생명의학과,3,5.0,7,51.0,66.0,67.0,62.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,수학과,15,2.5,17,33.0,54.0,33.5,38.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,식품생명공학과,15,2.3,15,42.0,52.0,49.5,48.2,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,식품영양학과,4,2.8,,52.0,57.0,42.0,48.2,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,신소재공학과,7,2.3,4,42.0,54.0,62.0,55.0,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,아동학부,14,1.7,6,47.0,31.0,29.0,34.0,0.25,0.3,0.2,0.25
전북,국립군산대학교,가군,역사학과,3,3.7,4,51.0,31.0,61.0,51.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,영어영문학과,16,2.3,12,58.0,18.0,69.0,53.5,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,일어일문학과,2,3.5,3,30.0,,34.5,33.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,자율전공학부,18,3.7,28,60.0,48.0,68.0,61.0,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,전기공학과,8,3.0,9,49.0,54.0,88.0,69.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,전자공학과,5,4.0,7,52.0,59.0,62.5,59.0,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,중어중문학과,10,2.2,11,30.0,40.0,54.5,44.8,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,철학과,2,7.0,1,30.0,38.0,62.5,48.2,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,첨단과학기술학부,19,1.8,8,20.0,62.0,60.5,50.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,체육학부,22,3.2,9,52.0,28.0,48.0,44.0,0.3,0.25,0.2,0.25
전북,국립군산대학교,가군,컴퓨터소프트웨어특성화대학,108,2.1,65,31.0,74.0,36.5,44.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,토목공학과,19,1.4,6,36.0,59.0,67.5,57.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,해양건설공학과,10,5.3,11,16.0,63.0,44.0,41.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,해양생명과학과,4,6.3,2,51.0,57.0,29.5,41.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,해양생물자원학과,7,4.1,9,34.0,48.0,70.0,55.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,해양수산공공인재학과,1,3.0,,49.0,38.0,31.5,37.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,화학공학과,10,1.9,2,47.0,59.0,50.0,51.5,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,환경공학과,28,1.7,12,19.0,54.0,43.0,39.8,0.2,0.35,0.15,0.3
전북,국립군산대학교,가군,회계학부,18,1.8,17,65.0,40.0,42.0,47.2,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,간호학부,10,3.9,5,61.0,43.0,76.0,64.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,건축토목환경공학부,17,5.36,15,67.0,62.0,,64.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,다군,경영학과,16,4.69,19,70.0,,59.0,64.5,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,공공수요인재대학,81,0.37,,19.0,31.0,25.5,25.2,0.25,0.3,0.2,0.25
경북,국립금오공과대학교,나군,광시스템공학과,14,5.50,21,89.0,,59.0,74.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,교육공학과,4,2.5,4,40.0,59.0,50.5,50.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,국어교육과,4,5.5,9,47.0,45.0,62.0,54.0,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,기계공학부,29,3.93,27,,74.0,74.0,74.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,기계공학부스마트모빌리티전공,26,3.76,26,,66.0,67.0,66.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,기계교육과,6,1.17,2,68.0,52.0,43.0,51.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,바이오메디컬공학과,18,6.59,25,68.0,59.0,,63.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,사회복지·상담학부,5,2,6,27.0,25.0,34.5,30.2,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,산업∙빅데이터공학부,24,4.77,23,70.0,66.0,,68.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,생명과학·공과대학,212,1.08,23,30.0,32.0,37.5,34.2,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,수학교육과,1,4,,31.0,74.0,55.0,53.8,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,스마트모빌리티공학과,22,1.45,13,44.0,21.0,35.5,34.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,식품영양학과,7,2.43,11,27.0,,46.5,40.0,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,영어교육과,12,2.75,12,31.0,25.0,52.5,40.2,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,나군,유아교육과,7,1.57,4,11.0,24.0,38.5,28.0,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,윤리교육과,4,3.25,,63.0,16.0,71.5,55.5,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,인문사회·IT대학,189,1.45,96,33.0,,31.0,31.7,0.3,0.25,0.2,0.25
경북,국립금오공과대학교,가군,자유전공학부,47,1.7,35,29.0,42.0,31.0,33.2,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,다군,자율전공학부,126,4.38,115,67.0,74.0,,70.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,재료공학부,41,4.45,37,,68.0,59.0,63.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,전기전자교육과,6,0.83,2,61.0,32.0,50.0,48.2,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,전자공학부,28,4.38,22,80.0,,83.0,81.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,컴퓨터공학부,16,4.19,20,,57.0,96.0,76.5,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,나군,컴퓨터교육과,4,3.25,3,68.0,54.0,84.5,72.8,0.2,0.35,0.15,0.3
경북,국립금오공과대학교,가군,화학소재공학부,36,4.11,26,,66.0,66.0,66.0,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,간호학과,12,3.92,8,60.0,66.0,48.0,55.5,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,건축·토목· 환경공학부,7,3.14,15,20.0,48.0,19.0,29.0,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,경영학부,11,6.00,22,51.0,57.0,52.5,53.2,0.3,0.25,0.2,0.25
전남,국립목포대학교,가군,경제무역학부,11,3.82,12,49.0,21.0,54.5,44.8,0.3,0.25,0.2,0.25
전남,국립목포대학교,다군,관광학과,7,2.71,9,20.0,24.0,64.5,43.2,0.3,0.25,0.2,0.25
전남,국립목포대학교,가군,국어국문· 문예창작학부,8,5.00,11,60.0,25.0,49.0,45.8,0.3,0.25,0.2,0.25
전남,국립목포대학교,가군,기계조선해양공학부,8,5.13,14,17.0,59.0,56.0,44.0,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,도시계획 및 조경학부,5,3.00,5,33.0,68.0,,50.5,0.25,0.3,0.2,0.25
전남,국립목포대학교,가군,반도체공학과,15,3.20,12,22.0,54.0,53.0,45.5,0.2,0.35,0.15,0.3
전남,국립목포대학교,다군,법·경찰학부,5,5.00,8,56.0,35.0,63.0,54.2,0.3,0.25,0.2,0.25
전남,국립목포대학교,가군,수학교육과,5,4.00,5,61.0,76.0,38.0,58.3,0.2,0.35,0.15,0.3
전남,국립목포대학교,다군,식품·제약공학부,4,2.00,6,22.0,56.0,,39.0,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,약학과,12,12.42,9,75.0,98.0,98.5,92.5,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,에너지화학공학과,12,4.75,13,40.0,70.0,45.0,50.0,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,인공지능공학과,11,3.64,7,67.0,52.0,28.0,43.8,0.2,0.35,0.15,0.3
전남,국립목포대학교,가군,인문콘텐츠학부,23,5.22,38,52.0,47.0,26.5,38.0,0.3,0.25,0.2,0.25
전남,국립목포대학교,다군,자율전공학부,13,5.77,22,60.0,66.0,30.5,46.8,0.2,0.35,0.15,0.3
전남,국립목포대학교,다군,지적학과,5,4.00,4,80.0,56.0,79.5,73.8,0.25,0.3,0.2,0.25
전남,국립목포대학교,다군,체육학과,8,4.38,7,60.0,18.0,37.5,38.2,0.3,0.25,0.2,0.25
전남,국립목포대학교,가군,컴퓨터학부,17,2.76,27,52.0,59.0,53.5,54.5,0.2,0.35,0.15,0.3
전남,국립목포대학교,다군,패션의류학과,7,2.14,10,,47.0,37.0,42.0,0.25,0.3,0.2,0.25
전남,국립목포대학교,다군,행정· 언론미디어학부,6,4.17,6,63.0,11.0,50.0,43.5,0.3,0.25,0.2,0.25
전남,국립목포대학교,다군,환경교육과,4,3.25,5,36.0,56.0,36.0,41.0,0.2,0.35,0.15,0.3
부산,국립부경대학교,가군,간호학과,10,4.00,9,70.8,72.2,60.6,66.0,0.2,0.35,0.15,0.3
