region,universityName,admissionGroup,departmentName,recruitCount,competitionRate,additionalRank,koreanCut70,mathCut70,tamguCut70,percentile70,ratioKor,ratioMath,ratioEng,ratioTam
충북,서원대학교,다군,아동복지학과,17,4.76,22,,,,60.0,0.3,0.25,0.2,0.25
충북,서원대학교,다군,영어교육과,2,10,1,,,,85.0,0.3,0.25,0.2,0.25
충북,서원대학교,다군,웹툰콘텐츠학과,5,6.6,3,,,,30.0,0.25,0.3,0.2,0.25
충북,서원대학교,다군,유아교육과,16,4.62,10,,,,70.0,0.3,0.25,0.2,0.25
충북,서원대학교,다군,음악교육과,20,0.85,0,,,,44.25,0.3,0.25,0.2,0.25
충북,서원대학교,다군,제약공학과,2,6.5,2,,,,70.0,0.2,0.35,0.15,0.3
충북,서원대학교,다군,체육교육과,10,3.4,7,,,,90.0,0.3,0.25,0.2,0.25
충북,서원대학교,다군,컴퓨터공학과[교직],7,5,6,,,,70.0,0.2,0.35,0.15,0.3
충북,서원대학교,다군,패션의류학과[교직],1,15,9,,,,65.0,0.25,0.3,0.2,0.25
충북,서원대학교,나 군,헬스케어운동학과,11,8.54,13,,,,45.0,0.25,0.3,0.2,0.25
충북,서원대학교,다군,호텔외식조리학부 [교직],1,7,2,,,,60.0,0.25,0.3,0.2,0.25
충북,서원대학교,다군,환경공학과[교직],14,5.92,15,,,,60.0,0.2,0.35,0.15,0.3
경기,성결대학교,가군,경영학과,9,7.89,18,,,,72.2,0.3,0.25,0.2,0.25
경기,성결대학교,가군,관광학과,10,8.6,11,,,,72.75,0.3,0.25,0.2,0.25
경기,성결대학교,가군,국어국문학과,9,6,5,,,,71.95,0.3,0.25,0.2,0.25
경기,성결대학교,가군,국제개발협력학과,10,8.4,14,,,,75.2,0.3,0.25,0.2,0.25
경기,성결대학교,가군,글로벌물류학과,9,7.33,2,,,,76.6,0.3,0.25,0.2,0.25
경기,성결대학교,가군,기독교교육상담학과,1,30,2,,,,73.0,0.3,0.25,0.2,0.25
경기,성결대학교,가군,도시디자인정보공학과,7,8.29,14,,,,74.15,0.2,0.35,0.15,0.3
경기,성결대학교,가군,미디어소프트웨어학과,10,9.7,18,,,,75.8,0.2,0.35,0.15,0.3
경기,성결대학교,가군,뷰티디자인학과,7,12,2,,,,74.6,0.3,0.25,0.2,0.25
경기,성결대학교,가군,사회과학대학자율전공학부,1,22,4,,,,74.75,0.2,0.35,0.15,0.3
경기,성결대학교,가군,사회복지학과,12,6.75,3,,,,75.9,0.3,0.25,0.2,0.25
경기,성결대학교,가군,산업경영공학과,10,8.3,2,,,,75.2,0.2,0.35,0.15,0.3
경기,성결대학교,가군,영어영문학과,8,12.38,11,,,,75.9,0.3,0.25,0.2,0.25
경기,성결대학교,가군,유아교육과,7,8.14,8,,,,74.6,0.3,0.25,0.2,0.25
경기,성결대학교,가군,자율전공학부,21,10.48,34,,,,76.45,0.2,0.35,0.15,0.3
경기,성결대학교,가군,정보통신공학과,10,8.3,13,,,,74.6,0.2,0.35,0.15,0.3
경기,성결대학교,가군,중어중문학과,9,6.67,5,,,,74.7,0.3,0.25,0.2,0.25
경기,성결대학교,나군,체육교육과(주),20,4.35,2,,,,76.75,0.3,0.25,0.2,0.25
경기,성결대학교,가군,컴퓨터공학과,7,9.29,7,,,,78.6,0.2,0.35,0.15,0.3
경기,성결대학교,가군,행정학부,11,6.91,19,,,,71.0,0.3,0.25,0.2,0.25
서울,성공회대학교,다군,경영학부,10,5,10,,,,82.0,0.3,0.25,0.2,0.25
서울,성공회대학교,나군,미디어콘텐츠융합학부,16,5,20,,,,87.0,0.3,0.25,0.2,0.25
서울,성공회대학교,나군,미래융합학부,8,5.63,17,,,,84.5,0.25,0.3,0.2,0.25
서울,성공회대학교,다군,사회융합학부,20,5.85,25,,,,86.0,0.3,0.25,0.2,0.25
서울,성공회대학교,다군,소프트웨어융합학부,21,5.38,25,,,,80.0,0.2,0.35,0.15,0.3
서울,성공회대학교,나군,인문융합콘텐츠학부,14,3.93,19,,,,84.0,0.3,0.25,0.2,0.25
경기,성균관대학교,나,건설환경공학부,10,7,15,89.0,93.0,99.0,95.0,0.2,0.35,0.15,0.3
경기,성균관대학교,나,경영학과,91,4.79,204,98.0,87.0,92.5,92.5,0.3,0.25,0.2,0.25
경기,성균관대학교,나,공학계열,300,4.39,375,86.0,97.0,95.0,93.2,0.2,0.35,0.15,0.3
경기,성균관대학교,가,교육학과,15,3.33,6,98.0,78.0,93.5,90.8,0.3,0.25,0.2,0.25
경기,성균관대학교,다,글로벌경영학과,44,26.9,427,98.0,95.0,97.0,96.7,0.3,0.25,0.2,0.25
경기,성균관대학교,가,글로벌경제학과,30,5.1,15,96.0,93.0,91.5,93.0,0.3,0.25,0.2,0.25
경기,성균관대학교,나,글로벌리더학부,24,7.33,63,99.0,85.0,93.5,92.8,0.3,0.25,0.2,0.25
경기,성균관대학교,다,글로벌바이오메디컬공학과,11,27.2,74,83.0,98.0,100.0,93.7,0.2,0.35,0.15,0.3
경기,성균관대학교,가,글로벌융합학부,11,6.45,5,97.0,95.0,91.0,93.5,0.3,0.25,0.2,0.25
경기,성균관대학교,가,동양화,18,3.83,4,75.0,,85.0,81.7,0.25,0.3,0.2,0.25
경기,성균관대학교,가,반도체시스템공학과,25,4.44,13,95.0,98.0,95.0,95.8,0.2,0.35,0.15,0.3
경기,성균관대학교,다,반도체융합공학과,30,24.7,162,93.0,98.0,97.0,96.0,0.2,0.35,0.15,0.3
경기,성균관대학교,가,사회과학계열,217,3.6,95,96.0,92.0,90.5,92.2,0.2,0.35,0.15,0.3
경기,성균관대학교,가,서양화,19,3.89,7,83.0,,83.5,83.3,0.25,0.3,0.2,0.25
경기,성균관대학교,나,소프트웨어학과,28,6.61,68,89.0,97.0,96.5,94.8,0.2,0.35,0.15,0.3
경기,성균관대학교,나,수학교육과,15,6,26,94.0,95.0,95.0,94.8,0.2,0.35,0.15,0.3
경기,성균관대학교,가,스포츠과학과,24,12.9,5,80.0,85.0,90.0,85.0,0.2,0.35,0.15,0.3
경기,성균관대학교,가,시각디자인,19,3.95,2,89.0,,91.5,90.7,0.3,0.25,0.2,0.25
경기,성균관대학교,가,써피스디자인,19,9.32,0,77.0,,90.0,85.7,0.3,0.25,0.2,0.25
경기,성균관대학교,가,약학과,30,6.9,47,99.0,98.0,97.0,97.8,0.2,0.35,0.15,0.3
경기,성균관대학교,다,양자정보공학과,10,34.6,65,94.0,98.0,97.0,96.3,0.2,0.35,0.15,0.3
경기,성균관대학교,다,에너지학과,10,31.7,83,86.0,98.0,99.0,94.3,0.2,0.35,0.15,0.3
경기,성균관대학교,나,영상학과,15,4.73,23,93.0,93.0,93.0,93.0,0.25,0.3,0.2,0.25
경기,성균관대학교,가,의상학과,15,4.27,5,98.0,83.0,91.0,90.8,0.25,0.3,0.2,0.25
경기,성균관대학교,가,의예과,50,3.8,11,98.0,100.0,99.0,99.0,0.2,0.35,0.15,0.3
경기,성균관대학교,나,인문과학계열,198,3.98,274,96.0,89.0,92.5,92.5,0.2,0.35,0.15,0.3
경기,성균관대학교,가,자연과학계열,162,3.86,153,95.0,96.0,89.0,92.2,0.2,0.35,0.15,0.3
경기,성균관대학교,가,자유전공계열,112,3.79,53,86.0,97.0,96.0,93.8,0.3,0.25,0.2,0.25
경기,성균관대학교,나,전자전기공학부,83,4.36,146,82.0,98.0,91.0,90.5,0.2,0.35,0.15,0.3
경기,성균관대학교,가,지능형소프트웨어학과,21,4.76,3,97.0,98.0,92.0,94.8,0.2,0.35,0.15,0.3
경기,성균관대학교,가,컴퓨터교육과,15,3.73,7,89.0,95.0,96.0,94.0,0.2,0.35,0.15,0.3
경기,성균관대학교,나,한문교육과,16,6.5,33,93.0,90.0,97.0,94.2,0.3,0.25,0.2,0.25
서울,세종대학교,가군,IT계열,125,4.53,132,83.0,85.0,87.5,85.8,0.25,0.3,0.2,0.25
서울,세종대학교,가군,건설환경 공학과,2,10.50,4,88.0,85.0,85.0,85.8,0.2,0.35,0.15,0.3
서울,세종대학교,나군,경상호텔 관광계열,6,7.83,11,82.0,78.0,73.5,76.8,0.3,0.25,0.2,0.25
서울,세종대학교,가군,경제학과,2,12.50,,88.0,78.0,93.0,88.0,0.3,0.25,0.2,0.25
서울,세종대학교,가군,국방시스 템공학과,8,3.44,2,75.0,90.0,81.0,81.8,0.2,0.35,0.15,0.3
서울,세종대학교,가군,국제학부,2,13.50,6,82.0,89.0,70.0,77.8,0.3,0.25,0.2,0.25
서울,세종대학교,가군,법학과,2,15.00,,80.0,95.0,75.0,81.2,0.3,0.25,0.2,0.25
서울,세종대학교,나군,사이버국 방학과,4,4.00,4,72.0,97.0,73.5,79.0,0.25,0.3,0.2,0.25
서울,세종대학교,가군,스마트생 명산업융 합학과,9,7.33,6,74.0,93.0,73.0,78.2,0.25,0.3,0.2,0.25
서울,세종대학교,가군,양자원자 력공학과,1,13.00,2,72.0,74.0,80.5,76.8,0.2,0.35,0.15,0.3
서울,세종대학교,가군,우주항공 시스템공 학부-지 능형드론 융합전공,31,6.10,53,79.0,85.0,90.0,86.0,0.2,0.35,0.15,0.3
서울,세종대학교,가군,우주항공 시스템공 학부-지능 형드론융 합전공,1,8.00,1,70.0,48.0,84.5,71.8,0.2,0.35,0.15,0.3
서울,세종대학교,가군,인문사회 계열,122,6.16,105,80.0,93.0,85.5,86.0,0.3,0.25,0.2,0.25
서울,세종대학교,가군,자연생명 계열,126,5.60,121,94.0,85.0,72.5,81.0,0.2,0.35,0.15,0.3
서울,세종대학교,가군,정보보호 학과,2,13.00,,82.0,97.0,81.5,85.5,0.2,0.35,0.15,0.3
서울,세종대학교,가군,지구자원 시스템공 학과,2,16.00,3,86.0,81.0,90.0,86.8,0.2,0.35,0.15,0.3
서울,세종대학교,가군,호텔관광 외식경영 학부,3,7.67,3,96.0,78.0,80.5,83.8,0.3,0.25,0.2,0.25
서울,세종대학교,가군,환경융합 공학과,2,11.00,4,83.0,87.0,80.0,82.5,0.2,0.35,0.15,0.3
전남,세한대학교,가군,AI융합학부,12,1.50,6,,,,10.0,0.25,0.3,0.2,0.25
전남,세한대학교,나군,간호학과,101,0.97,,,,,26.0,0.2,0.35,0.15,0.3
전남,세한대학교,가군,기술교육과,5,2.20,4,,,,51.0,0.3,0.25,0.2,0.25
전남,세한대학교,나군,물리치료학과,37,0.76,,,,,39.0,0.2,0.35,0.15,0.3
전남,세한대학교,나군,항공운항학과,7,2.14,3,,,,58.0,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,간호학과,34,3.79,32,83.0,74.0,69.0,75.3,0.2,0.35,0.15,0.3
경기,수원대학교,,건설환경에너지공학부,14,6.00,6,51.0,78.0,99.0,76.0,0.2,0.35,0.15,0.3
경기,수원대학교,특성화고 졸업자전형 나군,건축도시 부동산학부,1,10,0,58.0,50.0,96.0,68.0,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,건축도시부동산학부,16,5.69,12,65.0,87.0,64.0,72.0,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,경영학부,32,5.19,30,68.0,66.0,90.0,74.7,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,경제학부,13,4.54,8,65.0,78.0,88.0,77.0,0.3,0.25,0.2,0.25
경기,수원대학교,실기 전형 다군,관현악과,28,3.44,35,17.0,,15.0,16.0,0.25,0.3,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,데이터과학부,16,5.13,17,46.0,89.0,85.0,73.3,0.2,0.35,0.15,0.3
경기,수원대학교,실기 전형 나군,디자인학부,35,23.31,2,42.0,,46.0,44.0,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,디지털콘텐츠,5,3.50,9,72.0,66.0,89.0,75.7,0.25,0.3,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,바이오화학산업학부,5,7.60,5,77.0,74.0,78.0,76.3,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,반도체공학부,9,6.67,13,56.0,66.0,98.0,73.3,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,산업 및 기계공학부,22,5.86,14,70.0,76.0,72.0,72.7,0.2,0.35,0.15,0.3
경기,수원대학교,실기 전형 다군,성악과,22,4.68,25,33.0,,53.0,43.0,0.25,0.3,0.2,0.25
경기,수원대학교,실기 전형 나군,스포츠과학부,61,12.23,12,20.0,,71.0,45.5,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,식품영양학과,2,4.60,5,70.0,66.0,89.0,75.0,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,아동가족복지학과,5,9.20,4,72.0,68.0,84.0,74.7,0.3,0.25,0.2,0.25
경기,수원대학교,실기 전형 다군,아트앤테크놀로지작곡과,10,2.00,7,12.0,21.0,14.0,15.7,0.25,0.3,0.2,0.25
경기,수원대학교,실기 전형 나군,연기예술 전공,7,49.00,1,13.0,11.0,38.0,20.7,0.3,0.25,0.2,0.25
경기,수원대학교,실기 전형 다군,영화예술 전공,7,20.57,3,31.0,,50.0,40.5,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,의류학과,4,5.40,0,63.0,74.0,77.0,71.3,0.25,0.3,0.2,0.25
경기,수원대학교,,인문사회융합대학,31,7.03,31,89.0,40.0,95.0,74.7,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,자유전공,1,12.00,1,68.0,29.0,93.0,63.3,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,전기전자공학부,23,6.61,27,72.0,78.0,71.0,73.7,0.2,0.35,0.15,0.3
경기,수원대학교,수능일반전형 1 나군,정보통신학부,20,5.35,31,58.0,74.0,85.0,72.3,0.2,0.35,0.15,0.3
경기,수원대학교,실기 전형 나군,조형예술학부,30,6.10,5,42.0,,37.0,39.5,0.3,0.25,0.2,0.25
경기,수원대학교,,컴퓨터학부,13,5.42,15,61.0,81.0,95.0,79.0,0.2,0.35,0.15,0.3
경기,수원대학교,실기 전형 다군,피아노과,25,7.36,35,49.0,,39.0,44.0,0.25,0.3,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,호텔관광학부,12,7.92,11,63.0,63.0,96.0,74.0,0.3,0.25,0.2,0.25
경기,수원대학교,수능일반전형 1 나군,화학공학· 신소재공학부,23,5.78,28,54.0,81.0,85.0,73.3,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,가족자원경영학과,8,4.13,3,94.0,70.0,83.5,82.8,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,경영학부,36,3.92,19,83.0,83.0,75.5,79.2,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,경제학부,25,3.8,18,86.0,83.0,75.0,79.8,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,교육학부,27,4.07,22,92.0,66.0,77.5,78.2,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,글로벌협력전공,4,6.75,3,96.0,74.0,87.0,86.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,기계시스템학부,12,5.83,17,86.0,87.0,73.0,79.8,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,데이터사이언스전공,7,5.83,7,79.0,92.0,84.0,84.8,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,독일언어·문화학과,5,7.2,2,93.0,76.0,75.5,80.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,르꼬르동블루외식경영전공,9,5,7,91.0,70.0,85.0,82.8,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,문헌정보학과,8,5,5,91.0,63.0,86.0,81.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,문화관광학전공,9,6.56,7,95.0,68.0,80.5,81.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,미디어학부,18,3.56,9,93.0,74.0,77.0,80.2,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,법학부,28,3.93,14,93.0,70.0,75.0,78.2,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,사회심리학과,8,3.5,7,92.0,63.0,84.5,81.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,생명시스템학부,12,5.5,4,92.0,90.0,77.0,84.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,소비자경제학과,7,7.57,4,93.0,74.0,80.5,82.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,수학과,11,7,8,68.0,98.0,62.0,72.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,식품영양학과,11,4.4,13,82.0,92.0,73.0,80.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,신소재물리전공,6,5.83,5,85.0,95.0,78.5,84.2,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,아동복지학부,16,4.25,13,91.0,70.0,73.0,76.8,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,앙트러프러너십전공,5,5.6,1,94.0,78.0,81.5,83.8,0.25,0.3,0.2,0.25
서울,숙명여자대학교,나군,약학부,52,4.1,9,97.0,98.0,87.5,92.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,역사문화학과,9,4.11,,91.0,70.0,84.5,82.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,영어영문학전공,20,4.5,15,94.0,63.0,77.5,78.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,의류학과,8,4.5,5,94.0,74.0,77.5,80.8,0.25,0.3,0.2,0.25
서울,숙명여자대학교,가군,인공지능공학부,11,6.09,9,91.0,92.0,69.0,80.2,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,일본학과,5,4.4,1,91.0,81.0,82.5,84.2,0.25,0.3,0.2,0.25
서울,숙명여자대학교,나군,자유전공학부,303,3.75,161,85.0,78.0,81.5,81.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,정치외교학과,12,4.91,11,92.0,70.0,84.0,82.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,중어중문학부,20,5.7,11,93.0,59.0,77.0,76.5,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,지능형전자시스템전공,7,6.43,5,91.0,93.0,72.0,82.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,나군,첨단공학부,78,3.4,37,83.0,87.0,79.0,82.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,컴퓨터과학전공,10,5.6,12,89.0,87.0,75.0,81.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,테슬(TESL)전공,3,10.67,,96.0,74.0,77.5,81.2,0.25,0.3,0.2,0.25
서울,숙명여자대학교,가군,통계학과,10,5.5,10,80.0,93.0,66.5,76.5,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,프랑스언어·문화학과,9,4,6,93.0,78.0,74.5,80.0,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,한국어문학부,17,4.29,6,93.0,70.0,77.0,79.2,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,행정학과,8,6.13,4,96.0,70.0,75.0,79.0,0.3,0.25,0.2,0.25
서울,숙명여자대학교,가군,홍보광고학과,14,4.14,7,91.0,70.0,82.5,81.5,0.25,0.3,0.2,0.25
서울,숙명여자대학교,가군,화공생명공학부,18,4.88,19,88.0,90.0,74.5,81.8,0.2,0.35,0.15,0.3
서울,숙명여자대학교,가군,화학과,10,5.5,6,86.0,92.0,72.0,80.5,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),AI·빅데이터학과,12,5.33,18,79.0,47.0,33.0,48.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),IT금융경영학과,12,7.67,9,65.0,51.0,58.5,58.2,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),간호학과,20,7.25,55,70.0,93.0,87.0,84.2,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),경영학과,12,8.08,13,77.0,48.0,66.0,64.2,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반 학생 전형) (가군),경제금융학과,12,8.5,21,77.0,48.0,41.5,52.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),경찰행정학과,11,6.09,11,60.0,,93.0,82.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),관광경영학과,15,8.07,14,65.0,70.0,66.5,67.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),국제통상학과,14,5.07,18,75.0,45.0,47.0,53.5,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반 학생 전형) (가군),글로벌문화산업학과,7,9.29,6,74.0,41.0,65.5,61.5,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),기계공학과,10,5.1,7,31.0,74.0,71.0,61.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),나노화학공학과,16,5.81,14,51.0,81.0,60.0,63.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),미디어커뮤니케이션학과,13,6.46,13,60.0,47.0,65.0,59.2,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),법학과,12,5.08,19,83.0,16.0,66.0,57.8,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),보건행정경영학과,8,11.5,2,56.0,62.0,39.0,49.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),사회복지학과,11,9.27,12,72.0,,79.5,77.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),생명과학과,14,4,18,72.0,59.0,41.0,53.2,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),스마트자동차학과,14,4.5,25,39.0,76.0,34.5,46.0,0.25,0.3,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),식품영양학과,11,5.45,18,56.0,68.0,58.5,60.2,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),에너지공학과,14,4.57,12,52.0,81.0,69.5,68.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),에너지환경공학과,12,7.08,24,77.0,74.0,69.5,72.5,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),유아교육과,7,7.86,9,52.0,63.0,42.5,50.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),의공학과,11,3.82,10,17.0,57.0,55.0,46.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),의료생명공학과,11,5.27,14,,70.0,48.0,55.3,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),의예과,30,25.8,336,99.0,98.0,97.5,98.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),임상병리학과,10,6.2,7,61.0,87.0,75.0,74.5,0.25,0.3,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),작업치료학과,9,5.56,9,36.0,59.0,79.5,63.5,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),전기공학과,16,5.25,22,79.0,59.0,64.5,66.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),전자공학과,13,5.46,23,46.0,68.0,60.5,58.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),전자정보공학과,13,6.92,18,65.0,66.0,46.0,55.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),정보보호학과,11,8.82,12,34.0,87.0,51.0,55.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),정보통신공학과,13,5.77,17,47.0,74.0,51.5,56.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),중국학과,14,5.64,14,63.0,57.0,81.5,70.8,0.25,0.3,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),청소년교육·상담학과,12,7,14,68.0,51.0,66.5,63.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),컴퓨터공학과,13,4.54,28,51.0,74.0,57.0,59.8,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),특수교육과,6,6.33,7,63.0,47.0,75.5,65.2,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),한국문화콘텐츠학과,7,4.29,3,77.0,,87.0,83.7,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반학생 전형) (나군),행정학과,10,5.1,9,70.0,,61.0,64.0,0.3,0.25,0.2,0.25
충남,순천향대학교,수능 (일반 학생 전형) (가군),화학과,10,8.8,22,58.0,59.0,68.0,63.2,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반 학생 전형) (가군),환경보건학과,13,7.69,26,70.0,59.0,57.5,61.0,0.2,0.35,0.15,0.3
충남,순천향대학교,수능 (일반학생 전형) (나군),회계학과,9,6.33,6,54.0,66.0,82.5,71.2,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,건축학부(건축학· 건축공학전공),10,6.6,13,,,,84.83,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,건축학부(실내건축전공),6,6.8,10,,,,83.66,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,경영학부,47,4.1,35,,,,84.66,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,경제학과,32,4.3,28,,,,84.33,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,국어국문학과,9,6.6,7,,,,83.16,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,국제법무학과,16,5.0,8,,,,80.83,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,글로벌통상학과,26,4.3,10,,,,83.83,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,금융학부,20,4.2,10,,,,85.0,0.3,0.25,0.2,0.25
서울,숭실대학교,나군,독어독문학과,8,11.9,16,,,,81.0,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,법학과,21,4.6,11,,,,83.0,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,벤처중소기업학과,25,3.6,6,,,,83.66,0.25,0.3,0.2,0.25
서울,숭실대학교,가군,불어불문학과,8,7.1,6,,,,81.66,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,사학과,9,6.3,3,,,,81.33,0.3,0.25,0.2,0.25
서울,숭실대학교,다군,사회복지학부,14,13.3,34,,,,82.5,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,산업·정보시스템공학과,25,5.7,36,,,,85.0,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,소프트웨어학부,16,6.8,25,,,,85.83,0.2,0.35,0.15,0.3
서울,숭실대학교,다군,수학과,7,9.3,1,,,,86.0,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,언론홍보학과,12,6.2,5,,,,81.16,0.25,0.3,0.2,0.25
서울,숭실대학교,나군,영어영문학과,18,8.0,28,,,,82.16,0.3,0.25,0.2,0.25
서울,숭실대학교,가군,일어일문학과,9,5.6,9,,,,82.33,0.3,0.25,0.2,0.25
서울,숭실대학교,나군,자유전공학부(자연),230,4.0,128,,,,84.83,0.2,0.35,0.15,0.3
서울,숭실대학교,나군,전자정보공학부(IT융합),27,4.9,24,,,,85.66,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,정보사회학과,10,6.1,10,,,,80.33,0.2,0.35,0.15,0.3
서울,숭실대학교,가군,정치외교학과,14,4.9,14,,,,84.16,0.2,0.35,0.15,0.3
